Service	Invocations	Failures
bloodpressure-0	206	139
bloodpressurefilter-0	205	144
bloodpressuretransfer-0	204	160
centralhub-0	199	144
ecg-0	215	155
ecgfilter-0	214	151
ecgtransfer-0	213	144
oximeter-0	209	151
oximeterfilter-0	208	138
oximetertransfer-0	207	137
thermometer-0	212	150
thermometerfilter-0	211	146
thermometertransfer-0	210	149

	bloodpressure-0	bloodpressurefilter-0	bloodpressuretransfer-0	centralhub-0	ecg-0	ecgfilter-0	ecgtransfer-0	oximeter-0	oximeterfilter-0	oximetertransfer-0	thermometer-0	thermometerfilter-0	thermometertransfer-0	
1	-	-	-	-	-	-	-	-	-	-	-	-	-	
2	-	-	-	-	-	-	-	-	-	-	-	-	-	
3	-	-	-	-	1	-	-	-	-	-	-	-	-	
4	-	-	-	-	1	1	-	-	-	-	-	-	-	
5	-	-	-	-	1	0	0	-	-	-	-	-	-	
6	-	-	-	-	0	1	1	-	-	-	1	-	-	
7	-	-	-	-	1	1	1	-	-	-	1	1	-	
8	-	-	-	-	1	1	1	-	-	-	1	0	0	
9	-	-	-	-	0	1	0	1	-	-	0	0	1	
10	-	-	-	-	1	1	0	1	0	-	0	1	1	
11	-	-	-	-	1	0	1	1	1	0	1	0	0	
12	0	-	-	-	1	1	0	0	1	1	1	1	1	
13	0	0	-	-	0	1	1	1	1	1	1	1	1	
14	1	1	1	-	0	1	1	1	0	1	1	0	1	
15	1	1	1	1	1	1	1	1	1	0	1	0	1	
16	1	1	1	1	1	1	0	0	1	1	0	1	1	
17	1	1	1	1	1	1	0	1	1	1	1	1	0	
18	1	1	0	1	1	1	0	1	1	0	1	1	1	
19	1	1	1	1	1	0	0	1	0	0	1	1	1	
20	1	1	1	1	1	0	1	1	1	0	0	1	1	
21	0	1	1	1	1	0	0	1	1	1	1	1	0	
22	1	0	1	0	0	0	1	1	1	1	1	1	0	
23	1	1	1	1	1	0	1	1	0	1	1	0	1	
24	1	1	0	0	1	1	1	1	1	0	1	1	1	
25	0	1	1	1	0	1	0	1	1	0	0	1	1	
26	0	1	1	1	1	0	1	1	1	1	1	1	1	
27	0	1	0	1	0	1	1	1	0	1	0	0	1	
28	1	1	1	1	1	1	1	1	0	0	1	1	1	
29	0	0	1	0	1	1	0	0	1	1	1	1	1	
30	1	1	0	0	1	1	1	1	0	1	0	0	1	
31	1	1	0	0	1	0	1	1	1	0	1	1	1	
32	1	1	1	1	1	1	1	1	1	0	1	1	1	
33	1	1	1	0	1	0	1	1	1	1	1	1	1	
34	0	1	0	1	1	1	1	1	1	0	1	0	0	
35	1	1	1	1	0	0	1	0	1	1	1	0	1	
36	1	1	1	0	1	1	1	1	1	0	1	1	0	
37	1	0	1	0	1	1	1	1	1	0	1	1	0	
38	1	0	0	1	1	1	1	1	1	1	1	0	0	
39	1	0	1	1	0	0	1	1	1	0	1	1	1	
40	1	1	1	1	0	1	1	0	1	1	1	1	1	
41	1	1	0	0	0	0	0	1	1	1	0	1	1	
42	0	0	0	0	1	0	0	0	0	0	1	0	0	
43	0	1	1	1	1	0	0	0	1	0	1	1	1	
44	1	0	1	1	1	1	1	1	1	1	1	1	1	
45	1	0	1	0	1	1	1	1	1	0	1	1	1	
46	1	1	1	0	0	1	1	1	1	1	1	0	1	
47	1	0	0	1	1	1	1	1	1	1	0	1	0	
48	1	1	1	1	1	1	0	1	1	1	0	0	0	
49	1	1	1	0	1	1	1	0	1	1	0	0	1	
50	1	1	1	1	1	0	1	1	0	1	0	1	1	
51	1	1	1	0	1	0	1	1	0	1	0	0	0	
