Service	Invocations	Failures
bloodpressure-0	279	193
bloodpressurefilter-0	278	207
bloodpressuretransfer-0	277	191
centralhub-0	275	190
ecg-0	288	192
ecgfilter-0	287	207
ecgtransfer-0	286	205
oximeter-0	282	196
oximeterfilter-0	281	201
oximetertransfer-0	280	182
thermometer-0	285	214
thermometerfilter-0	284	194
thermometertransfer-0	283	202

	bloodpressure-0	bloodpressurefilter-0	bloodpressuretransfer-0	centralhub-0	ecg-0	ecgfilter-0	ecgtransfer-0	oximeter-0	oximeterfilter-0	oximetertransfer-0	thermometer-0	thermometerfilter-0	thermometertransfer-0	
52	0	1	1	1	1	0	0	1	1	1	1	1	1	
53	1	1	1	1	1	0	1	1	0	1	1	1	0	
54	0	0	1	1	0	0	1	0	1	1	1	0	1	
55	1	1	1	1	1	0	0	1	0	0	0	1	1	
56	1	1	1	1	1	1	1	0	1	1	0	1	1	
57	1	1	1	1	1	1	1	0	1	1	0	1	1	
58	1	0	0	1	0	1	0	1	1	1	1	1	1	
59	0	1	0	1	0	0	1	1	1	1	1	0	1	
60	1	1	0	0	1	0	1	1	1	1	0	1	1	
61	0	1	1	1	1	1	0	1	0	1	1	1	1	
62	0	1	1	0	1	1	0	1	1	1	1	1	1	
63	0	1	1	1	0	1	1	1	0	1	1	1	1	
64	1	1	1	1	1	1	1	1	0	1	1	0	1	
65	1	1	0	1	0	1	0	1	0	0	1	1	1	
66	1	1	0	0	0	1	1	1	0	1	1	1	1	
67	1	1	1	1	1	0	1	1	1	1	0	1	1	
68	1	1	1	1	1	0	1	0	1	0	1	1	1	
69	1	0	0	1	0	0	1	0	1	0	1	0	1	
70	1	0	0	0	0	1	1	0	0	1	1	1	0	
71	0	0	1	0	0	1	1	1	1	1	1	1	1	
72	1	0	1	0	0	1	1	1	1	1	1	0	1	
73	1	1	1	1	0	1	1	1	0	0	0	0	1	
74	1	1	1	1	1	1	0	0	1	1	0	1	1	
75	1	1	1	1	1	1	0	1	0	1	1	1	1	
76	1	1	0	1	1	0	0	1	0	1	0	1	1	
77	0	1	1	1	1	0	0	0	0	1	1	0	1	
78	0	0	1	1	0	1	1	0	1	1	1	1	0	
79	1	0	1	1	1	1	0	0	1	1	1	0	1	
80	1	1	0	1	0	1	1	0	0	0	1	1	0	
81	1	1	1	1	0	1	0	1	1	0	1	1	1	
82	1	1	1	0	0	1	1	1	1	1	1	0	1	
83	1	1	1	1	1	1	1	1	1	1	1	1	1	
84	1	1	1	1	1	0	1	0	1	1	1	0	0	
85	1	1	1	0	1	1	0	1	0	1	1	1	1	
86	1	1	1	0	0	1	1	1	1	0	1	1	1	
87	0	0	1	0	1	1	1	1	1	1	0	1	1	
88	0	0	1	1	1	1	1	1	1	1	1	1	1	
89	1	1	1	0	0	1	0	1	1	1	1	1	1	
90	1	1	1	1	0	1	1	0	0	1	1	1	1	
91	1	1	1	1	1	1	1	1	1	1	1	0	1	
92	1	1	1	1	1	1	0	1	1	1	1	1	1	
93	1	1	0	1	0	0	1	0	1	1	1	1	0	
94	1	1	0	1	1	1	1	1	0	0	0	1	0	
95	1	1	1	0	0	1	1	1	1	1	0	1	1	
96	1	1	1	1	1	1	1	0	0	1	1	0	1	
97	0	1	1	0	1	1	1	1	0	1	1	1	1	
98	1	1	1	1	1	1	0	1	1	1	1	0	0	
99	1	1	1	1	1	0	1	0	1	0	0	1	0	
100	0	1	0	1	1	1	1	0	1	1	0	1	1	
101	0	1	1	1	1	1	0	1	0	1	0	1	1	
102	1	1	0	1	0	0	0	1	0	0	1	1	1	
103	1	1	0	1	1	1	1	1	1	0	1	1	1	
104	1	1	0	1	1	1	1	1	0	1	1	0	0	
105	1	1	1	0	1	0	0	1	1	0	1	1	1	
106	0	1	1	0	1	0	1	1	0	1	1	0	0	
107	1	1	1	0	0	1	0	1	0	0	1	0	1	
108	1	1	0	1	1	1	1	1	1	1	1	1	1	
109	1	1	1	0	1	1	1	1	1	1	1	0	1	
110	1	0	1	1	0	0	1	0	1	1	1	1	1	
111	1	1	0	0	0	1	0	1	0	1	1	1	0	
112	1	1	0	1	1	0	1	1	1	1	1	1	1	
113	1	1	0	1	1	1	1	1	1	1	0	1	1	
114	0	1	1	1	0	1	0	1	0	0	1	1	1	
115	1	1	1	1	0	1	1	1	1	1	0	1	0	
116	1	1	1	0	0	0	0	1	1	0	1	1	0	
117	0	1	1	1	1	0	1	1	1	1	1	1	0	
118	0	1	1	0	0	1	0	0	1	0	1	0	1	
119	1	1	1	1	1	1	0	0	0	0	1	1	1	
120	0	1	1	0	0	0	1	1	1	1	1	1	0	
121	1	0	0	0	0	1	1	1	1	1	1	1	1	
122	1	1	0	1	1	0	1	1	1	1	1	1	0	
123	0	1	1	1	1	0	1	1	0	1	1	1	1	
124	1	1	0	1	1	1	1	0	1	1	1	0	1	
125	1	1	1	1	1	0	1	1	0	1	1	1	1	
126	0	0	1	0	1	1	1	0	1	1	1	1	1	
127	1	0	1	1	1	1	1	1	1	0	0	0	0	
128	1	1	1	1	1	1	1	0	1	0	0	1	1	
129	0	1	1	1	1	1	1	0	1	1	1	1	1	
130	1	1	1	0	0	1	0	1	1	1	0	0	1	
131	1	1	1	1	1	0	1	1	1	0	1	1	0	
132	0	0	0	1	1	1	1	1	1	1	1	0	1	
133	1	1	0	1	1	1	0	1	1	1	1	1	1	
134	0	0	0	1	1	1	1	1	0	0	1	1	1	
135	0	1	1	1	1	1	1	0	1	0	1	0	1	
136	1	1	1	1	1	1	1	1	1	1	1	1	1	
137	1	0	1	1	1	1	1	1	0	1	1	1	0	
138	1	1	1	0	0	1	1	0	1	1	1	1	0	
139	0	1	1	0	1	1	0	1	1	1	1	1	0	
140	0	1	0	1	1	1	0	1	1	1	1	0	1	
141	0	1	0	1	0	1	1	1	1	1	1	1	1	
142	1	1	1	0	0	1	1	0	1	1	0	1	1	
143	1	1	1	0	1	0	1	1	1	1	1	1	0	
144	1	1	1	1	0	1	1	1	0	0	1	1	1	
145	0	1	0	1	0	1	1	1	1	1	1	1	1	
146	1	0	1	0	0	1	0	1	1	1	0	1	1	
147	0	1	1	1	0	1	1	0	1	1	1	1	1	
148	1	0	1	1	1	1	1	1	1	0	1	1	1	
149	1	0	0	1	1	1	0	1	1	1	1	0	1	
150	1	1	0	1	1	1	1	1	1	0	0	0	0	
151	1	1	1	1	1	0	1	1	1	1	1	0	1	
152	1	1	0	0	0	1	1	1	0	1	1	1	1	
153	0	0	0	0	1	1	1	1	1	1	1	1	1	
154	1	0	1	1	0	1	1	1	0	0	1	1	1	
155	0	1	1	0	1	1	1	0	0	1	0	1	1	
156	0	1	0	1	1	1	1	1	0	1	1	1	1	
157	0	1	1	0	0	1	1	0	1	1	1	1	1	
158	0	1	1	1	0	1	0	1	1	1	1	1	1	
159	1	0	1	0	1	1	1	1	1	0	1	0	0	
160	0	0	1	1	0	1	1	1	1	0	0	1	0	
161	1	1	0	1	1	0	1	1	1	1	0	1	0	
162	1	0	1	0	1	1	1	1	0	0	1	1	0	
163	0	0	1	1	1	0	0	1	1	1	0	0	1	
164	1	1	1	0	1	0	1	1	1	1	1	0	1	
165	1	0	1	1	0	1	1	0	1	1	1	0	1	
166	1	1	0	1	1	1	1	1	1	0	1	1	0	
167	1	1	1	0	1	1	1	0	1	0	1	0	1	
168	0	1	1	1	0	1	0	1	1	0	1	0	1	
169	1	0	1	1	1	1	1	1	1	1	0	1	1	
170	1	1	0	1	0	1	0	1	1	1	1	1	0	
171	0	1	1	0	1	1	1	0	0	0	0	0	1	
172	1	1	1	1	1	0	1	1	1	0	1	0	0	
173	0	1	0	1	1	1	1	1	1	1	1	1	0	
174	1	1	1	1	1	1	1	0	0	0	1	1	1	
175	0	1	0	0	1	0	0	0	1	0	1	1	1	
176	1	1	1	1	1	1	1	1	1	0	1	1	0	
177	1	1	1	1	1	1	1	1	0	1	1	0	0	
178	1	1	1	1	0	0	1	0	1	1	1	1	0	
179	0	1	1	0	1	0	0	1	1	0	0	1	1	
180	1	1	1	1	1	1	1	0	1	1	1	1	1	
181	0	0	1	1	1	0	1	1	1	1	0	1	0	
182	1	0	1	1	1	1	1	1	0	0	1	1	0	
183	1	0	0	1	1	1	1	1	0	1	1	1	1	
184	0	1	0	1	0	0	1	1	1	1	1	1	1	
185	0	1	0	1	0	0	1	0	1	1	0	1	1	
186	1	1	1	1	1	1	0	1	1	0	0	1	1	
187	1	1	1	0	1	1	1	1	1	1	1	1	0	
188	1	1	1	1	1	1	1	1	1	0	1	1	1	
189	1	0	0	1	0	1	1	1	1	1	0	1	1	
190	1	0	1	0	1	1	1	1	0	1	1	1	1	
191	0	1	1	1	1	1	1	1	0	1	1	1	1	
192	0	1	0	1	0	1	0	0	1	1	1	1	1	
193	1	1	1	1	1	1	1	1	1	1	0	1	0	
194	1	1	0	1	0	0	0	0	1	1	0	1	1	
195	1	1	0	0	1	1	1	1	0	1	1	1	0	
196	1	1	1	0	1	1	1	1	0	1	1	1	0	
197	1	1	1	1	0	0	1	0	1	1	1	0	1	
198	0	1	1	1	1	1	1	0	1	1	0	0	1	
199	1	1	1	1	0	0	0	0	1	0	1	1	0	
200	1	0	0	1	1	0	1	0	1	0	1	1	1	
201	1	1	0	1	0	0	0	1	0	1	1	1	1	
202	1	1	0	1	0	0	1	1	0	1	1	1	1	
203	1	0	1	1	1	1	1	1	1	0	1	1	1	
204	1	1	1	1	1	0	0	0	1	0	1	1	0	
205	0	1	0	1	1	1	1	0	0	0	1	0	0	
206	1	1	1	1	1	1	0	0	0	1	1	0	1	
207	1	1	1	1	1	1	0	1	1	1	1	1	1	
208	1	0	0	0	0	1	1	0	1	1	1	0	1	
209	0	1	0	1	1	1	1	1	1	0	1	0	1	
210	0	1	1	1	1	1	0	0	1	0	1	1	1	
211	1	1	1	1	0	0	1	0	1	1	0	0	1	
212	1	1	1	1	0	1	1	0	1	1	1	1	1	
213	1	1	1	0	1	1	1	1	0	0	1	1	1	
214	0	0	1	1	1	1	0	1	0	1	1	0	1	
215	1	1	1	1	1	0	0	1	1	1	1	1	1	
216	0	1	1	1	0	1	1	1	0	0	0	0	1	
217	1	1	1	1	0	0	1	1	1	1	1	1	1	
218	1	1	1	1	1	1	0	1	1	0	1	1	0	
219	1	0	0	1	1	0	0	0	1	0	1	1	0	
220	1	0	0	0	0	1	1	1	1	0	1	0	1	
221	1	1	0	1	1	1	1	1	0	0	1	1	1	
222	1	1	1	0	1	0	1	1	0	0	1	0	1	
223	1	1	1	0	1	1	1	1	0	0	0	1	1	
224	1	0	0	1	1	1	1	1	1	1	0	1	0	
225	1	1	0	1	1	0	0	0	1	0	1	1	1	
226	1	1	1	1	0	1	1	1	1	1	1	1	1	
227	1	1	1	1	1	1	1	1	1	0	1	1	1	
228	1	1	1	1	1	0	1	0	0	1	1	0	1	
229	1	0	1	0	1	1	1	1	1	1	0	1	1	
230	1	1	1	0	1	1	1	1	1	1	1	1	0	
231	1	1	0	1	1	1	1	1	0	1	1	0	1	
232	0	0	1	1	1	1	1	0	1	0	0	0	0	
233	1	1	1	1	1	1	1	0	1	1	1	1	0	
234	1	1	0	0	1	1	1	1	0	1	1	0	0	
235	1	1	0	0	1	1	0	1	1	0	1	1	1	
236	0	1	0	1	0	0	1	0	1	1	1	1	1	
237	1	1	1	1	0	1	1	1	1	0	1	1	0	
238	1	1	1	1	1	0	1	1	0	0	0	1	1	
239	1	0	1	1	1	0	1	0	1	1	1	1	1	
240	0	1	1	1	1	1	0	1	1	0	0	0	1	
241	0	0	1	0	0	1	1	1	1	0	1	0	1	
242	1	1	1	1	0	1	0	1	1	1	1	1	1	
243	1	1	0	1	1	0	1	1	1	0	1	1	0	
244	1	0	1	1	1	0	0	0	1	1	1	0	1	
245	1	1	1	1	0	1	0	1	1	1	1	0	1	
246	0	1	1	0	1	0	1	1	0	0	1	1	1	
247	1	1	1	0	1	1	1	0	1	0	1	0	1	
248	0	1	1	0	1	1	0	1	1	1	1	0	1	
249	1	1	1	1	1	1	0	0	1	1	1	1	0	
250	1	1	0	0	0	0	1	1	0	0	1	0	1	
251	1	1	0	1	1	0	0	1	1	1	0	1	0	
252	1	1	1	1	0	1	1	1	0	0	1	1	0	
253	0	1	0	0	0	1	1	0	0	0	1	1	1	
254	1	1	1	0	1	0	1	0	0	1	1	1	0	
255	0	1	1	1	1	1	1	1	0	0	0	1	0	
256	0	1	1	1	1	1	1	1	1	0	1	0	1	
257	0	1	1	1	0	1	1	0	1	1	0	0	1	
258	0	0	1	0	1	1	1	0	1	1	0	1	0	
259	1	1	0	1	1	0	1	1	1	0	1	1	0	
260	1	1	1	1	0	1	1	0	1	1	1	1	1	
261	1	0	1	0	0	0	1	1	1	0	1	0	0	
262	0	1	0	0	1	1	1	1	1	1	0	1	1	
263	1	0	1	0	0	0	1	1	1	1	1	1	1	
264	1	1	0	0	1	1	1	1	1	0	0	1	1	
265	1	0	1	0	0	1	1	1	1	1	1	0	0	
266	1	0	1	1	1	1	1	1	1	1	1	0	1	
267	1	1	0	1	0	1	1	0	0	0	1	1	1	
268	1	1	0	1	1	1	1	1	0	0	1	1	0	
269	0	1	0	1	0	1	1	0	1	1	1	1	1	
270	0	1	1	1	1	0	1	1	1	1	1	1	1	
271	1	1	1	0	1	1	1	1	1	1	0	0	1	
272	0	1	1	1	1	1	1	1	1	1	1	1	1	
273	0	1	1	1	1	1	0	1	0	0	1	1	1	
274	1	1	1	0	1	1	1	0	1	1	1	1	0	
275	1	1	0	0	0	0	0	0	1	1	1	1	1	
276	1	1	0	1	1	1	1	1	1	1	0	1	1	
277	1	1	0	1	1	1	1	1	1	0	0	1	1	
278	1	0	1	1	1	1	0	1	0	1	1	0	1	
279	1	0	1	1	0	1	1	0	1	1	1	1	0	
280	1	1	1	1	1	1	1	1	1	0	1	1	0	
281	1	1	0	1	1	0	1	0	1	1	1	1	0	
282	1	0	1	0	1	1	1	0	1	0	1	0	1	
283	1	1	0	0	1	1	0	0	1	0	1	0	1	
284	1	1	1	0	1	0	0	1	1	1	1	1	0	
285	0	1	1	1	1	0	0	1	1	1	0	0	1	
286	1	1	1	1	0	1	0	0	1	0	1	1	1	
287	0	1	1	1	1	1	1	0	1	0	1	1	1	
288	1	1	0	0	1	1	1	1	0	1	1	1	0	
289	0	0	1	1	1	1	1	1	1	1	1	0	1	
290	1	1	1	0	1	0	1	1	1	1	1	1	1	
291	0	0	0	0	0	0	0	0	0	0	0	0	0	
