Service	Invocations	Failures
bloodpressure-0	187	127
bloodpressurefilter-0	186	132
bloodpressuretransfer-0	185	134
centralhub-0	183	124
ecg-0	196	132
ecgfilter-0	195	140
ecgtransfer-0	194	131
oximeter-0	190	125
oximeterfilter-0	189	128
oximetertransfer-0	188	132
thermometer-0	193	135
thermometerfilter-0	192	136
thermometertransfer-0	191	144

	bloodpressure-0	bloodpressurefilter-0	bloodpressuretransfer-0	centralhub-0	ecg-0	ecgfilter-0	ecgtransfer-0	oximeter-0	oximeterfilter-0	oximetertransfer-0	thermometer-0	thermometerfilter-0	thermometertransfer-0	
1	-	-	-	-	-	-	-	-	-	-	-	-	-	
2	-	-	-	-	-	-	-	-	-	-	-	-	-	
3	-	-	-	-	1	-	-	-	-	-	-	-	-	
4	-	-	-	-	0	1	-	-	-	-	-	-	-	
5	-	-	-	-	0	1	1	-	-	-	-	-	-	
6	-	-	-	-	1	1	0	-	-	-	1	-	-	
7	-	-	-	-	1	1	1	-	-	-	1	1	-	
8	-	-	-	-	1	1	1	-	-	-	1	0	1	
9	-	-	-	-	1	1	1	1	-	-	1	1	1	
10	-	-	-	-	1	1	0	0	1	-	1	1	0	
11	-	-	-	-	0	1	1	0	1	0	1	0	0	
12	1	-	-	-	0	1	0	1	1	0	1	0	1	
13	0	1	-	-	1	1	1	1	1	1	0	1	1	
14	0	1	1	-	1	0	1	1	1	1	1	0	0	
15	1	1	1	1	1	1	0	1	1	1	1	1	1	
16	0	1	0	1	0	0	0	0	1	1	0	0	0	
17	1	1	1	0	1	0	0	1	0	1	0	1	1	
18	1	1	0	1	1	0	0	1	1	1	1	0	1	
19	1	1	0	0	1	1	1	1	1	1	0	1	1	
20	1	1	1	1	1	1	1	1	0	1	1	1	1	
21	0	1	1	1	1	0	0	0	1	0	0	1	1	
22	0	0	1	1	1	0	1	0	1	0	1	0	1	
23	1	1	1	0	1	1	1	0	1	1	1	1	1	
24	0	0	1	1	1	0	1	1	1	1	0	1	0	
25	1	1	1	0	0	0	1	1	1	1	1	0	0	
26	1	1	0	1	0	1	1	0	1	1	1	0	1	
27	0	1	1	1	1	1	0	1	1	1	1	1	1	
28	0	1	0	1	0	1	1	1	0	0	1	0	0	
29	1	1	1	1	1	0	1	0	1	1	1	0	0	
30	1	1	0	1	0	1	0	1	1	0	1	1	0	
31	0	0	1	0	1	1	1	1	1	1	1	0	1	
32	0	1	1	1	1	0	0	1	1	1	1	1	1	
33	1	1	0	1	0	1	1	1	0	1	1	1	0	
34	0	0	0	0	0	1	0	1	1	1	1	1	1	
35	0	1	1	0	1	1	1	1	0	1	1	0	1	
36	0	1	1	1	1	1	1	0	0	0	1	1	0	
37	1	0	1	0	1	1	1	1	0	1	1	1	1	
38	0	0	1	1	1	0	1	0	1	0	0	1	1	
39	1	0	1	1	1	1	1	0	1	0	1	1	1	
40	1	1	1	0	1	1	1	1	1	1	1	0	1	
41	1	1	0	1	0	0	1	1	0	0	1	1	1	
42	1	0	1	1	0	1	1	1	1	1	1	0	1	
43	1	0	0	1	1	0	1	1	0	1	1	0	1	
44	1	0	1	0	1	1	1	1	0	0	0	1	1	
45	1	0	1	0	0	1	1	0	1	1	1	1	1	
46	1	1	1	1	0	0	1	0	1	1	0	0	0	
47	1	1	1	1	0	1	1	1	0	0	1	1	1	
48	1	1	1	1	1	1	1	1	0	1	1	1	0	
49	1	1	1	0	1	0	1	0	0	0	1	1	0	
50	1	1	1	1	1	1	0	0	1	1	0	1	0	
51	0	1	1	1	1	1	1	0	1	1	1	1	1	
