Service	Invocations	Failures
bloodpressure-0	168	118
bloodpressurefilter-0	167	110
bloodpressuretransfer-0	166	107
centralhub-0	159	112
ecg-0	177	123
ecgfilter-0	176	127
ecgtransfer-0	175	118
oximeter-0	171	120
oximeterfilter-0	170	114
oximetertransfer-0	169	118
thermometer-0	174	131
thermometerfilter-0	173	120
thermometertransfer-0	172	103

	bloodpressure-0	bloodpressurefilter-0	bloodpressuretransfer-0	centralhub-0	ecg-0	ecgfilter-0	ecgtransfer-0	oximeter-0	oximeterfilter-0	oximetertransfer-0	thermometer-0	thermometerfilter-0	thermometertransfer-0	
52	1	0	0	1	1	0	0	1	1	1	1	0	0	
53	0	0	1	0	0	1	0	1	1	1	1	0	0	
54	0	1	1	1	1	1	1	1	1	1	0	1	0	
55	1	0	1	0	1	0	1	0	1	1	1	0	0	
56	0	0	0	1	1	0	1	1	1	1	1	1	0	
57	1	0	1	0	1	1	1	1	0	1	1	0	1	
58	0	1	0	0	1	1	1	1	0	0	1	1	1	
59	1	0	1	1	1	1	1	1	0	1	0	1	1	
60	1	1	1	1	1	0	0	0	1	1	1	1	1	
61	0	0	0	1	1	1	1	1	1	1	1	1	1	
62	1	1	0	1	1	1	1	0	1	1	1	1	0	
63	1	1	1	1	1	1	1	1	0	1	1	1	1	
64	1	0	1	1	1	1	1	1	1	1	0	0	0	
65	0	1	1	1	1	1	1	1	1	1	1	1	1	
66	1	0	1	0	1	1	0	1	1	1	0	1	0	
67	1	0	1	1	1	0	1	1	1	1	0	0	1	
68	1	0	1	1	1	1	1	1	1	1	0	1	1	
69	1	0	1	1	1	1	1	1	1	1	0	1	1	
70	1	1	1	1	1	1	0	0	0	1	1	0	0	
71	1	0	0	1	1	1	0	0	1	1	1	1	1	
72	0	0	1	1	0	0	1	1	1	0	1	1	1	
73	1	1	1	1	0	1	1	0	0	1	0	0	0	
74	1	1	0	0	1	0	1	1	1	0	1	1	0	
75	0	1	0	1	1	1	1	1	1	0	1	1	1	
76	1	0	1	1	0	0	0	1	1	1	1	1	1	
77	1	1	1	1	0	1	1	0	1	1	1	1	0	
78	1	0	0	1	0	1	0	0	1	1	0	0	0	
79	1	0	1	1	1	1	0	1	1	1	1	1	0	
80	1	1	1	1	1	1	1	0	1	0	1	1	1	
81	1	1	0	1	1	0	1	1	0	1	1	0	1	
82	1	0	1	1	0	1	1	1	1	1	0	1	1	
83	1	0	1	1	1	1	1	1	1	1	1	1	1	
84	0	0	1	1	1	0	1	1	1	1	1	0	0	
85	1	1	1	1	1	1	0	1	0	1	1	1	0	
86	1	0	1	1	1	1	1	1	1	1	1	1	0	
87	1	1	1	1	1	0	1	0	0	1	1	1	1	
88	1	1	1	0	1	0	1	1	1	1	1	1	0	
89	1	0	0	1	1	1	0	1	1	1	0	1	1	
90	1	1	0	0	1	0	1	1	0	0	1	1	0	
91	1	1	0	1	1	1	0	0	1	1	1	1	0	
92	0	0	1	1	1	1	0	1	1	1	1	0	0	
93	1	1	1	1	0	1	1	0	1	1	1	0	0	
94	0	1	1	0	1	0	1	1	0	1	0	1	1	
95	1	1	1	1	0	1	1	0	0	1	0	0	1	
96	0	1	1	1	0	1	1	1	0	0	1	1	1	
97	1	1	1	1	1	1	1	0	1	1	1	1	0	
98	1	1	1	1	0	1	1	0	0	1	1	0	1	
99	0	1	1	1	1	1	1	0	1	0	1	1	1	
100	0	1	0	1	1	0	1	1	1	0	1	1	1	
101	0	1	1	0	1	1	1	0	1	0	1	1	1	
102	1	0	0	1	0	1	1	1	1	1	1	1	1	
103	1	1	0	1	1	1	1	0	1	0	0	1	1	
104	1	1	1	0	1	1	1	0	1	1	1	0	0	
105	1	1	1	0	0	1	1	1	0	1	0	1	1	
106	1	0	1	0	1	0	1	1	1	0	1	1	1	
107	1	1	0	1	1	1	1	0	1	1	1	1	0	
108	1	1	1	1	1	0	0	1	1	1	1	0	0	
109	0	0	1	1	0	1	1	1	0	0	1	0	0	
110	0	1	0	1	0	1	1	1	1	1	1	1	0	
111	1	1	0	0	1	1	1	0	0	1	1	1	0	
112	1	1	1	0	0	0	1	1	0	1	1	1	1	
113	0	1	1	1	0	1	0	1	1	0	1	0	0	
114	0	1	1	0	1	1	0	1	0	1	0	1	1	
115	1	0	0	1	0	1	0	1	0	0	1	0	1	
116	1	1	1	0	1	1	0	1	0	1	1	1	1	
117	0	1	1	1	1	1	0	1	1	1	1	1	1	
118	1	1	1	1	0	1	1	1	0	1	0	0	1	
119	0	0	1	0	1	1	1	1	0	1	1	1	1	
120	1	1	1	1	0	1	1	1	1	0	1	1	0	
121	1	1	1	0	1	1	1	1	1	0	1	1	1	
122	1	1	0	1	1	1	0	1	1	1	0	1	1	
123	0	0	0	1	1	0	1	1	1	0	1	1	1	
124	1	0	1	1	1	1	0	1	1	1	1	1	1	
125	1	1	1	0	0	0	1	1	0	1	1	1	1	
126	0	0	1	1	1	1	1	1	1	1	1	1	1	
127	1	1	0	1	1	1	1	1	1	1	1	1	1	
128	1	1	1	1	0	1	1	1	1	0	1	1	0	
129	1	0	0	1	0	1	1	1	0	0	1	1	0	
130	1	1	0	1	1	0	1	0	0	1	1	1	0	
131	1	1	1	1	1	0	0	1	1	1	1	1	1	
132	0	0	0	0	1	1	1	1	1	1	1	1	1	
133	0	1	0	1	0	1	1	1	0	1	1	1	1	
134	0	1	1	0	1	0	1	1	1	1	1	0	0	
135	1	0	1	0	1	0	1	1	1	1	1	1	1	
136	1	1	0	1	1	0	0	1	0	1	1	1	1	
137	1	0	1	0	1	1	1	0	1	0	1	1	1	
138	0	1	1	1	1	1	1	1	1	1	0	1	1	
139	1	1	1	1	0	1	1	1	1	0	0	0	1	
140	1	1	0	0	1	1	1	1	1	0	1	1	1	
141	1	0	1	1	1	0	1	1	1	1	1	1	1	
142	0	1	0	1	1	0	0	1	0	0	0	1	1	
143	1	0	0	1	1	1	0	0	1	0	1	0	1	
144	1	1	1	0	0	1	1	1	1	1	1	1	0	
145	1	1	1	0	1	1	1	1	1	1	0	1	1	
146	1	1	1	1	0	1	0	0	1	1	0	0	0	
147	0	1	0	1	1	0	0	0	1	1	1	0	0	
148	1	1	1	1	0	1	1	1	1	0	1	0	1	
149	1	0	1	1	1	0	1	0	0	1	1	0	1	
150	0	1	0	1	0	0	0	1	0	1	1	0	0	
151	1	0	0	0	1	0	1	1	1	0	1	1	0	
152	0	1	0	0	1	0	1	1	1	1	1	1	1	
153	1	1	1	0	0	0	1	1	1	1	1	0	0	
154	0	1	0	1	1	1	0	1	0	0	1	1	1	
155	0	0	1	1	1	1	0	0	0	1	0	0	1	
156	1	1	0	1	0	0	1	1	1	1	1	0	1	
157	1	0	1	0	0	1	0	1	0	0	0	1	1	
158	0	1	1	1	1	1	1	0	1	1	1	0	1	
159	1	1	1	1	0	1	1	1	0	0	1	1	0	
160	1	1	1	1	1	1	1	0	1	0	1	1	0	
161	0	1	0	0	1	1	0	0	1	1	1	1	0	
162	1	1	0	0	0	0	1	1	0	0	1	1	1	
163	1	1	0	1	1	1	1	0	1	1	1	1	1	
164	1	1	1	0	0	1	1	1	1	0	1	1	0	
165	0	1	1	1	1	1	0	1	1	1	0	0	0	
166	1	1	1	1	0	1	0	1	1	1	1	0	1	
167	0	1	1	1	1	0	1	1	1	1	1	1	0	
168	1	1	1	1	1	1	1	1	1	1	1	1	0	
169	0	0	1	0	1	1	1	1	1	1	1	1	0	
170	1	0	1	1	1	1	1	1	0	0	1	1	1	
171	1	1	0	0	1	1	1	1	1	1	0	1	0	
172	1	1	0	1	1	0	0	0	1	1	0	1	0	
173	1	1	1	1	1	0	1	1	0	1	0	1	1	
174	1	1	1	0	0	1	1	0	1	1	0	1	1	
175	1	0	1	0	0	0	1	1	1	1	1	1	1	
176	0	1	1	0	1	1	1	1	1	1	1	0	0	
177	0	1	1	0	1	1	0	0	0	0	1	1	0	
178	1	1	1	0	0	1	0	1	1	1	0	0	1	
179	1	0	0	0	1	1	1	1	1	0	1	1	1	
180	0	0	0	0	0	0	0	0	0	0	0	0	0	
