Service	Invocations	Failures
bloodpressure-0	213	155
bloodpressurefilter-0	212	145
bloodpressuretransfer-0	211	152
centralhub-0	207	142
ecg-0	221	153
ecgfilter-0	220	154
ecgtransfer-0	219	138
oximeter-0	216	149
oximeterfilter-0	215	161
oximetertransfer-0	214	152
thermometer-0	218	157
thermometerfilter-0	218	154
thermometertransfer-0	216	151

	bloodpressure-0	bloodpressurefilter-0	bloodpressuretransfer-0	centralhub-0	ecg-0	ecgfilter-0	ecgtransfer-0	oximeter-0	oximeterfilter-0	oximetertransfer-0	thermometer-0	thermometerfilter-0	thermometertransfer-0	
1	-	-	-	-	-	-	-	-	-	-	-	-	-	
2	-	-	-	-	-	-	-	-	-	-	-	-	-	
3	-	-	-	-	1	-	-	-	-	-	-	-	-	
4	-	-	-	-	1	0	-	-	-	-	-	-	-	
5	-	-	-	-	1	0	1	-	-	-	-	-	-	
6	-	-	-	-	1	1	1	-	-	-	1	-	-	
7	-	-	-	-	1	1	1	-	-	-	1	1	-	
8	-	-	-	-	0	1	1	-	-	-	1	0	1	
9	-	-	-	-	1	0	0	1	-	-	0	1	0	
10	-	-	-	-	1	1	0	1	1	-	1	1	1	
11	-	-	-	-	1	1	1	1	1	1	1	1	1	
12	1	-	-	-	1	1	1	0	1	0	1	1	1	
13	0	1	-	-	0	1	1	1	1	1	0	1	1	
14	1	1	0	-	1	0	1	1	1	1	0	0	1	
15	0	1	1	0	1	1	1	1	1	0	0	0	0	
16	1	0	0	1	1	1	1	1	1	0	1	1	1	
17	0	1	1	0	0	1	1	1	1	0	1	1	1	
18	1	1	1	1	1	1	1	1	1	1	1	0	0	
19	1	1	1	1	1	1	1	1	1	1	1	1	0	
20	1	1	1	1	0	0	0	1	1	0	1	1	0	
21	0	1	1	1	0	0	1	1	1	1	1	1	1	
22	1	0	0	1	1	1	0	1	1	1	1	0	1	
23	1	1	0	0	0	1	0	0	1	1	1	1	1	
24	1	0	1	1	0	0	0	0	1	0	1	1	1	
25	1	0	1	1	0	1	1	0	0	1	1	1	0	
26	1	1	1	0	1	1	1	0	1	1	1	0	1	
27	0	1	0	1	1	1	0	1	0	1	1	1	0	
28	1	1	1	1	1	1	1	1	1	1	1	1	1	
29	1	1	1	1	1	0	1	1	0	0	1	1	1	
30	1	0	1	0	1	1	1	0	1	1	0	1	1	
31	1	1	1	0	1	0	1	1	1	1	1	1	1	
32	1	0	0	1	1	1	1	1	1	1	0	1	1	
33	1	0	0	1	1	0	1	1	0	1	0	1	0	
34	1	1	1	1	0	0	0	1	1	1	1	0	0	
35	1	1	1	0	1	1	1	0	0	1	1	1	1	
36	0	1	1	1	1	0	0	1	1	1	1	1	1	
37	1	1	1	1	1	1	1	1	1	1	1	1	1	
38	1	0	1	0	1	0	0	1	1	1	1	0	0	
39	0	0	0	0	0	1	0	1	1	1	1	1	1	
40	0	1	1	1	1	1	1	1	1	0	0	1	1	
41	1	1	1	1	1	0	1	0	0	1	1	1	1	
42	0	0	1	1	1	1	1	0	1	0	1	1	0	
43	1	1	0	1	0	1	0	1	1	0	1	1	0	
44	1	1	1	1	1	1	0	1	1	1	1	1	1	
45	1	1	1	1	0	1	1	1	0	1	1	1	1	
46	1	1	1	1	1	1	1	1	1	1	0	0	1	
47	0	1	0	1	1	1	0	1	0	0	1	1	1	
48	0	0	1	1	0	1	0	0	1	1	0	0	1	
49	0	0	1	1	1	0	0	1	1	1	1	1	0	
50	0	0	1	1	1	1	0	0	1	1	1	1	1	
51	1	1	1	1	0	1	1	1	0	0	1	1	1	
